,title,total,price,qu,lu,xiaoqu,huxing,louceng,mianji,taoneimianji,jianzhuleixing,chaoxiang,jianchengniandai,zhuangxiuqingkuang,jianzhujiegou,gongnuanfangshi,tihubili,dianti,jiaoyishuxing,fangwuyongtu,chanquannianxian,lng,lat,height,shi,ting,chu,wei
0,阳二小区1室1厅36.86平米_上海阳二小区二手房成交房源(上海链家),200,54260,浦东,洋泾,阳二小区,1室1厅1厨1卫,6,36.86,平层,板楼,南,1994,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,108.84937884704755,34.53331653276832,高,1.0,1.0,1.0,1.0
1,泗塘三村1室1厅28.52平米_上海泗塘三村二手房成交房源(上海链家),146,51193,宝山,张庙,泗塘三村,1室1厅1厨1卫,5,28.52,平层,板楼,南,1985,精装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.46057500835332,31.34013384520378,低,1.0,1.0,1.0,1.0
2,华高一村2室1厅77.27平米_上海华高一村二手房成交房源(上海链家),312,40378,浦东,高行,华高一村,2室1厅1厨1卫,6,77.27,平层,板楼,南,1994,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,2.0,1.0,1.0,1.0
3,田林十二村1室1厅32.15平米_上海田林十二村二手房成交房源(上海链家),306,95179,徐汇,田林,田林十二村,1室1厅1厨1卫,7,32.15,平层,板楼,南,1987,简装,钢混结构,,0.25,无,商品房,普通住宅,暂无数据,121.43522312008126,31.17817034021972,低,1.0,1.0,1.0,1.0
4,合生城邦四街坊2室2厅90.2平米_上海合生城邦四街坊二手房成交房源(上海链家),321,35588,闵行,老闵行,合生城邦四街坊,2室2厅1厨1卫,18,90.2,平层,板楼,南北,2012,精装,钢混结构,,0.6666666666666666,有,商品房,普通住宅,暂无数据,121.41197003280274,31.026273845431156,低,2.0,2.0,1.0,1.0
5,长春小区2室1厅66.35平米_上海长春小区二手房成交房源(上海链家),455,68576,徐汇,田林,长春小区,2室1厅0厨1卫,6,66.35,平层,板楼,南,1994,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.4285830254126,31.190205790178446,中,2.0,1.0,0.0,1.0
6,景舒苑一村1室1厅49.14平米_上海景舒苑一村二手房成交房源(上海链家),216,43957,闵行,浦江,景舒苑一村,1室1厅1厨1卫,6,49.14,平层,板楼,南北,2005,简装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.38861193361008,31.118842580087428,高,1.0,1.0,1.0,1.0
7,田林十二村2室1厅47.63平米_上海田林十二村二手房成交房源(上海链家),411,86291,徐汇,田林,田林十二村,2室1厅1厨1卫,6,47.63,平层,板楼,南,1985,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.43522312008126,31.17817034021972,中,2.0,1.0,1.0,1.0
8,阳光威尼斯(三期)3室1厅90.49平米_上海阳光威尼斯(三期)二手房成交房源(上海链家),386,42657,普陀,真光,阳光威尼斯(三期),3室1厅1厨1卫,26,90.49,平层,板楼,东南北,2006,简装,钢混结构,,0.4,有,商品房,普通住宅,暂无数据,121.37393937073232,31.26628940562657,中,3.0,1.0,1.0,1.0
9,新长小区1室0厅34.98平米_上海新长小区二手房成交房源(上海链家),176,50315,普陀,甘泉宜川,新长小区,1室0厅1厨1卫,6,34.98,平层,板楼,南,1993,简装,砖混结构,,0.2,无,商品房,普通住宅,暂无数据,110.17541306458482,36.056397437854244,中,1.0,0.0,1.0,1.0
10,圣陶沙花园(公寓)3室2厅107.6平米_上海圣陶沙花园(公寓)二手房成交房源(上海链家),525,48792,闵行,莘庄,圣陶沙花园(公寓),3室2厅1厨1卫,9,107.6,平层,板楼,南,2001,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.37664946862536,31.138151875553298,低,3.0,2.0,1.0,1.0
11,中恒苑2室1厅92.56平米_上海中恒苑二手房成交房源(上海链家),492,53155,徐汇,植物园,中恒苑,2室1厅1厨1卫,6,92.56,平层,板楼,南,1998,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.45424716467993,31.146123292476826,中,2.0,1.0,1.0,1.0
12,绿地领海(商业类)3室2厅50.95平米_上海绿地领海(商业类)二手房成交房源(上海链家),109,21394,宝山,上大,绿地领海(商业类),3室2厅0厨2卫,18,50.95,暂无数据,塔楼,北,未知,精装,钢混结构,,1.3333333333333333,有,商品房,商业办公类,暂无数据,121.35648888789547,31.321527116797682,中,3.0,2.0,0.0,2.0
13,竹园公寓2室1厅77.43平米_上海竹园公寓二手房成交房源(上海链家),207,26734,嘉定,菊园新区,竹园公寓,2室1厅1厨1卫,6,77.43,平层,板楼,南,1994,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.24297864433245,31.387134339241797,中,2.0,1.0,1.0,1.0
14,贝尚湾(公寓)1室2厅64.77平米_上海贝尚湾(公寓)二手房成交房源(上海链家),337,52031,松江,九亭,贝尚湾(公寓),1室2厅0厨1卫,16,64.77,平层,板楼,南,2012,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.32635055837461,31.152416265987686,中,1.0,2.0,0.0,1.0
15,红明二村2室1厅61.48平米_上海红明二村二手房成交房源(上海链家),304,49366,闵行,静安新城,红明二村,2室1厅1厨1卫,6,61.48,平层,板楼,南,1994,精装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.38062563830418,31.168472488758276,高,2.0,1.0,1.0,1.0
16,樱花坊2室1厅73.87平米_上海樱花坊二手房成交房源(上海链家),613,82984,浦东,花木,樱花坊,2室1厅1厨1卫,6,73.87,平层,板楼,南,1995,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,低,2.0,1.0,1.0,1.0
17,临港海滨国际花园2室2厅86.16平米_上海临港海滨国际花园二手房成交房源(上海链家),193,22401,浦东,临港新城,临港海滨国际花园,2室2厅1厨1卫,12,86.16,平层,板楼,东,2011,精装,钢混结构,,0.2,有,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,中,2.0,2.0,1.0,1.0
18,江海二村(奉贤)2室2厅86.27平米_上海江海二村(奉贤)二手房成交房源(上海链家),138,15997,奉贤,南桥,江海二村(奉贤),2室2厅1厨1卫,6,86.27,平层,板楼,南,1995,毛坯,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.47127679138534,30.937231464971763,中,2.0,2.0,1.0,1.0
19,蔚蓝城市花园2室2厅95.94平米_上海蔚蓝城市花园二手房成交房源(上海链家),708,73797,闵行,古美,蔚蓝城市花园,2室2厅1厨1卫,14,95.94,暂无数据,板楼,南,2004,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.41168140724237,31.15614808916961,中,2.0,2.0,1.0,1.0
20,沧源小区2室1厅55.04平米_上海沧源小区二手房成交房源(上海链家),223,40516,闵行,老闵行,沧源小区,2室1厅1厨1卫,6,55.04,暂无数据,板楼,南,1994,简装,砖混结构,,0.3333333333333333,无,商品房,普通住宅,暂无数据,121.41688358428122,31.008219427245898,高,2.0,1.0,1.0,1.0
21,仁恒运杰河滨花园1室2厅78.17平米_上海仁恒运杰河滨花园二手房成交房源(上海链家),262,33517,青浦,夏阳,仁恒运杰河滨花园,1室2厅1厨1卫,18,78.17,平层,板楼,南,2010,其他,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,117.62154799885401,28.370126023005433,中,1.0,2.0,1.0,1.0
22,御沁园(公寓)3室2厅115.45平米_上海御沁园(公寓)二手房成交房源(上海链家),610,52837,浦东,周浦,御沁园(公寓),3室2厅1厨2卫,21,115.45,暂无数据,板楼,南,2013,毛坯,钢混结构,,0.6666666666666666,有,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,3.0,2.0,1.0,2.0
23,上南八村1室0厅29.58平米_上海上南八村二手房成交房源(上海链家),162,54767,浦东,世博,上南八村,1室0厅1厨1卫,6,29.58,平层,板楼,南,1986,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,1.0,0.0,1.0,1.0
24,龙湖紫都城3室2厅90.84平米_上海龙湖紫都城二手房成交房源(上海链家),364,40071,青浦,赵巷,龙湖紫都城,3室2厅1厨1卫,22,90.84,平层,板楼,南,未知,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.15932097930758,31.169519874124703,中,3.0,2.0,1.0,1.0
25,康健路25弄1室1厅36.27平米_上海康健路25弄二手房成交房源(上海链家),322,88779,徐汇,康健,康健路25弄,1室1厅1厨1卫,5,36.27,平层,板楼,南,1979,精装,砖混结构,,0.2,无,商品房,普通住宅,暂无数据,104.56238998211616,30.39706894072187,低,1.0,1.0,1.0,1.0
26,日月华庭4室3厅211.5平米_上海日月华庭二手房成交房源(上海链家),570,26951,闵行,颛桥,日月华庭,4室3厅1厨3卫,6,211.5,复式,板楼,南,2004,精装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.39829431954938,31.06939925548459,高,4.0,3.0,1.0,3.0
27,凯德新视界(一期)2室2厅83.7平米_上海凯德新视界(一期)二手房成交房源(上海链家),162,19355,浦东,万祥镇,凯德新视界(一期),2室2厅1厨1卫,18,83.7,平层,板楼,南,2015,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,116.47516986874379,39.9986274571848,中,2.0,2.0,1.0,1.0
28,潍坊九村2室1厅49.48平米_上海潍坊九村二手房成交房源(上海链家),425,85894,浦东,潍坊,潍坊九村,2室1厅1厨1卫,6,49.48,平层,板楼,南,1986,精装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,119.11793464348202,36.656007074144625,中,2.0,1.0,1.0,1.0
29,申莘三村2室2厅80.02平米_上海申莘三村二手房成交房源(上海链家),302,37679,闵行,颛桥,申莘三村,2室2厅1厨1卫,6,80.02,暂无数据,板楼,南,1998,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40748694932464,31.074013019743116,高,2.0,2.0,1.0,1.0
30,康桥水都(公寓)2室1厅78.01平米_上海康桥水都(公寓)二手房成交房源(上海链家),320,41021,宝山,杨行,康桥水都(公寓),2室1厅0厨1卫,11,78.01,暂无数据,板楼,南,2007,毛坯,钢混结构,,0.3333333333333333,有,商品房,普通住宅,暂无数据,121.4442749853831,31.367352864903182,高,2.0,1.0,0.0,1.0
31,万科城市花园3室2厅94.67平米_上海万科城市花园二手房成交房源(上海链家),493,52076,闵行,七宝,万科城市花园,3室2厅0厨2卫,7,94.67,平层,板楼,南,1994,简装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.34955801173324,31.164744863759513,中,3.0,2.0,0.0,2.0
32,朗诗未来街区2室2厅68平米_上海朗诗未来街区二手房成交房源(上海链家),208,30589,奉贤,奉贤金汇,朗诗未来街区,2室2厅1厨1卫,5,68.0,暂无数据,板楼,南北,2015,简装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.51472836788626,30.975867534687428,中,2.0,2.0,1.0,1.0
33,古北菊翔苑(菊联路232弄)2室2厅74.91平米_上海古北菊翔苑(菊联路232弄)二手房成交房源(上海链家),285,38046,宝山,顾村,古北菊翔苑(菊联路232弄),2室2厅1厨1卫,8,74.91,平层,板楼,南,2008,精装,钢混结构,,0.3333333333333333,有,商品房,普通住宅,暂无数据,121.37038800972917,31.351128862221287,中,2.0,2.0,1.0,1.0
34,民乐佳苑三区2室1厅67.65平米_上海民乐佳苑三区二手房成交房源(上海链家),200,29564,青浦,盈浦,民乐佳苑三区,2室1厅0厨1卫,5,67.65,平层,板楼,南,2006,毛坯,钢混结构,,0.5,无,动迁安置房,普通住宅,暂无数据,121.09827914363245,31.163428205407943,高,2.0,1.0,0.0,1.0
35,科宁公寓1室1厅44.68平米_上海科宁公寓二手房成交房源(上海链家),235,52597,长宁,中山公园,科宁公寓,1室1厅1厨1卫,24,44.68,平层,塔楼,南,1991,精装,钢混结构,,0.16666666666666666,有,商品房,普通住宅,暂无数据,121.41698653009266,31.222445756409176,低,1.0,1.0,1.0,1.0
36,阳光城MODO自由区3室2厅62平米_上海阳光城MODO自由区二手房成交房源(上海链家),200,32259,浦东,高行,阳光城MODO自由区,3室2厅1厨2卫,20,62.0,暂无数据,塔楼,东北,2014,精装,钢混结构,,0.17391304347826086,有,商品房,商业办公类,暂无数据,121.40864773970463,30.884386816682355,低,3.0,2.0,1.0,2.0
37,金杨二街坊2室1厅61.75平米_上海金杨二街坊二手房成交房源(上海链家),297,48098,浦东,金杨,金杨二街坊,2室1厅1厨1卫,7,61.75,平层,板楼,东南,1995,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,2.0,1.0,1.0,1.0
38,天际蓝桥1室1厅60.51平米_上海天际蓝桥二手房成交房源(上海链家),295,48753,嘉定,江桥,天际蓝桥,1室1厅1厨1卫,17,60.51,平层,板楼,南,2011,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.34730083947832,31.265417885781446,中,1.0,1.0,1.0,1.0
39,怡泰家苑3室2厅113.27平米_上海怡泰家苑二手房成交房源(上海链家),678,59857,浦东,世博,怡泰家苑,3室2厅1厨1卫,6,113.27,平层,板楼,南,2001,精装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,中,3.0,2.0,1.0,1.0
40,寿一小区1室1厅40.71平米_上海寿一小区二手房成交房源(上海链家),185,45444,浦东,金桥,寿一小区,1室1厅1厨1卫,6,40.71,平层,板楼,南,1994,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,1.0,1.0,1.0,1.0
41,首创旭辉城3室2厅85.41平米_上海首创旭辉城二手房成交房源(上海链家),214,25056,嘉定,徐行,首创旭辉城,3室2厅1厨1卫,21,85.41,平层,板楼,南,未知,精装,钢混结构,,0.3333333333333333,暂无数据,商品房,普通住宅,暂无数据,121.20671997971101,31.41990292838117,低,3.0,2.0,1.0,1.0
42,鸿玺郡(北区)(别墅)4室2厅289平米_上海鸿玺郡(北区)(别墅)二手房成交房源(上海链家),580,20070,青浦,朱家角,鸿玺郡(北区)(别墅),4室2厅1厨3卫,3,289.0,暂无数据,板塔结合,南,未知,毛坯,钢混结构,,1.0,暂无数据,商品房,别墅,暂无数据,121.06031001548945,31.116114204482656,低,4.0,2.0,1.0,3.0
43,真光七街坊1室0厅40.85平米_上海真光七街坊二手房成交房源(上海链家),190,46512,普陀,真光,真光七街坊,1室0厅1厨1卫,6,40.85,平层,板楼,南,1994,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.3930115645063,31.257455148528347,中,1.0,0.0,1.0,1.0
44,古美八村3室1厅78.18平米_上海古美八村二手房成交房源(上海链家),415,53083,闵行,古美,古美八村,3室1厅1厨1卫,6,78.18,平层,板楼,南,1993,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40954335029808,31.145270588341653,中,3.0,1.0,1.0,1.0
45,玉兰香苑二期B块1室1厅57.91平米_上海玉兰香苑二期B块二手房成交房源(上海链家),320,55259,浦东,张江,玉兰香苑二期B块,1室1厅1厨1卫,6,57.91,平层,板楼,南,2009,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.63987175763405,31.205709934519746,中,1.0,1.0,1.0,1.0
46,西环三村2室1厅58.98平米_上海西环三村二手房成交房源(上海链家),237,40099,闵行,莘庄,西环三村,2室1厅1厨1卫,6,58.98,平层,板楼,南北,1994,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.37451662185302,31.109151661075078,低,2.0,1.0,1.0,1.0
47,大上海国际花园六区3室2厅100.2平米_上海大上海国际花园六区二手房成交房源(上海链家),555,55340,闵行,静安新城,大上海国际花园六区,3室2厅1厨1卫,7,100.2,平层,板楼,南,1994,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.38483958945149,31.1699394738604,中,3.0,2.0,1.0,1.0
48,三林世博家园(板泉路2000弄)2室1厅76.33平米_上海三林世博家园(板泉路2000弄)二手房成交房源(上海链家),383,50177,浦东,杨思前滩,三林世博家园(板泉路2000弄),2室1厅1厨1卫,17,76.33,平层,板楼,南,2006,简装,钢混结构,,0.25,有,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,中,2.0,1.0,1.0,1.0
49,金唐公寓2室2厅79.3平米_上海金唐公寓二手房成交房源(上海链家),345,43506,浦东,唐镇,金唐公寓,2室2厅1厨1卫,6,79.3,平层,板楼,南北,2006,精装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,117.67592136934867,39.009771616508196,中,2.0,2.0,1.0,1.0
50,月浦十村2室1厅56.07平米_上海月浦十村二手房成交房源(上海链家),181,32282,宝山,月浦,月浦十村,2室1厅1厨1卫,6,56.07,平层,板楼,南,1990,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.43721816678838,31.42110311306788,低,2.0,1.0,1.0,1.0
51,乐业一村2室1厅57.57平米_上海乐业一村二手房成交房源(上海链家),188,32570,宝山,月浦,乐业一村,2室1厅1厨1卫,6,57.57,平层,板楼,北南,1994,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.4408977159878,31.41728417771543,中,2.0,1.0,1.0,1.0
52,绿川小区3室1厅83平米_上海绿川小区二手房成交房源(上海链家),365,43976,浦东,北蔡,绿川小区,3室1厅1厨1卫,6,83.0,平层,板楼,南,1996,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,3.0,1.0,1.0,1.0
53,万科四季花城车位27.76平米_上海万科四季花城二手房成交房源(上海链家),16,5692,宝山,杨行,万科四季花城,车位,1,27.76,暂无数据,板楼,南,2009,其他,钢混结构,,0.0,无,商品房,车库,暂无数据,121.45092810548167,31.39158188249665,地,0.0,0.0,0.0,0.0
54,万科假日风景(公寓)2室2厅91平米_上海万科假日风景(公寓)二手房成交房源(上海链家),606,66594,闵行,莘庄,万科假日风景(公寓),2室2厅1厨1卫,6,91.0,暂无数据,板楼,南,2002,其他,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.41024088452657,31.1106504910369,中,2.0,2.0,1.0,1.0
55,新凯城兰馨苑2室1厅71.88平米_上海新凯城兰馨苑二手房成交房源(上海链家),175,24319,松江,泗泾,新凯城兰馨苑,2室1厅1厨1卫,18,71.88,暂无数据,板楼,南,2015,其他,钢混结构,,0.25,有,商品房,普通住宅,暂无数据,121.25439116668396,31.11792122791897,低,2.0,1.0,1.0,1.0
56,凯虹家园3室2厅132.49平米_上海凯虹家园二手房成交房源(上海链家),870,65666,虹口,临平路,凯虹家园,3室2厅1厨2卫,33,132.49,复式,板楼,南,2001,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.49909955879313,31.26177507016068,高,3.0,2.0,1.0,2.0
57,王家宅小区2室1厅54.66平米_上海王家宅小区二手房成交房源(上海链家),369,67509,浦东,潍坊,王家宅小区,2室1厅1厨1卫,6,54.66,平层,板楼,南,1994,其他,砖混结构,,0.3333333333333333,无,商品房,普通住宅,暂无数据,119.16837791142822,36.71265155126753,高,2.0,1.0,1.0,1.0
58,金桥新城2室2厅105.09平米_上海金桥新城二手房成交房源(上海链家),551,52432,浦东,金桥,金桥新城,2室2厅1厨1卫,14,105.09,平层,板楼,南,2004,简装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,低,2.0,2.0,1.0,1.0
59,海华花园2室2厅88.98平米_上海海华花园二手房成交房源(上海链家),780,87661,黄浦,打浦桥,海华花园,2室2厅1厨1卫,33,88.98,平层,板塔结合,东南,1994,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.47554266459112,31.210392210997142,中,2.0,2.0,1.0,1.0
60,亿豪名邸4室2厅189.02平米_上海亿豪名邸二手房成交房源(上海链家),1242,65681,闵行,七宝,亿豪名邸,4室2厅1厨0卫,3,189.02,复式,板楼,南,2002,精装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,121.36582812112995,31.15015800168071,低,4.0,2.0,1.0,0.0
61,大豪公寓3室2厅131.75平米_上海大豪公寓二手房成交房源(上海链家),310,23530,青浦,夏阳,大豪公寓,3室2厅1厨2卫,5,131.75,平层,板楼,南,2001,精装,钢混结构,,0.5,无,商品房,普通住宅,暂无数据,117.62154799885401,28.370126023005433,中,3.0,2.0,1.0,2.0
62,嘉善坊3室1厅79.23平米_上海嘉善坊二手房成交房源(上海链家),308,38875,嘉定,丰庄,嘉善坊,3室1厅1厨1卫,6,79.23,平层,板楼,南,1997,精装,砖混结构,,0.3333333333333333,无,商品房,普通住宅,暂无数据,120.93251060584033,30.83712219382042,高,3.0,1.0,1.0,1.0
63,静安新城十区1室1厅52.11平米_上海静安新城十区二手房成交房源(上海链家),291,55844,闵行,静安新城,静安新城十区,1室1厅1厨1卫,6,52.11,平层,板楼,南,1997,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.38568893731116,31.1669585910756,中,1.0,1.0,1.0,1.0
64,天居玲珑湾2室2厅90.26平米_上海天居玲珑湾二手房成交房源(上海链家),232,25704,嘉定,徐行,天居玲珑湾,2室2厅1厨1卫,16,90.26,平层,板楼,南,2013,精装,钢混结构,,0.25,暂无数据,商品房,普通住宅,暂无数据,121.21327401671181,31.408323920428682,高,2.0,2.0,1.0,1.0
65,崧泽华城佳福雅苑（五区）2室1厅77.9平米_上海崧泽华城佳福雅苑（五区）二手房成交房源(上海链家),221,28306,青浦,赵巷,崧泽华城佳福雅苑（五区）,2室1厅1厨1卫,17,77.9,平层,板楼,南,未知,毛坯,钢混结构,,0.5,有,动迁安置房,普通住宅,暂无数据,121.16346513211676,31.14405734915583,高,2.0,1.0,1.0,1.0
66,江海花园3室1厅99.64平米_上海江海花园二手房成交房源(上海链家),219,21909,奉贤,南桥,江海花园,3室1厅1厨2卫,6,99.64,平层,板楼,南,2000,精装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.47127679138534,30.937231464971763,高,3.0,1.0,1.0,2.0
67,嘉城新航域2室2厅82.76平米_上海嘉城新航域二手房成交房源(上海链家),342,41264,嘉定,江桥,嘉城新航域,2室2厅1厨1卫,17,82.76,平层,板楼,南,2009,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.35696741524065,31.271777617756197,高,2.0,2.0,1.0,1.0
68,石泉六村2室1厅45.88平米_上海石泉六村二手房成交房源(上海链家),276,60157,普陀,光新,石泉六村,2室1厅0厨1卫,6,45.88,平层,板楼,南,1978,精装,砖混结构,,0.14285714285714285,无,商品房,普通住宅,暂无数据,121.43401157543995,31.26128882077833,低,2.0,1.0,0.0,1.0
69,浦润苑2室1厅80.22平米_上海浦润苑二手房成交房源(上海链家),248,30915,闵行,浦江,浦润苑,2室1厅1厨1卫,7,80.22,平层,板楼,南北,2012,简装,钢混结构,,0.3333333333333333,有,动迁安置房,普通住宅,暂无数据,121.53918671166754,31.048195118186996,中,2.0,1.0,1.0,1.0
70,浦江世博家园九街坊2室2厅75.29平米_上海浦江世博家园九街坊二手房成交房源(上海链家),361,47948,闵行,浦江,浦江世博家园九街坊,2室2厅0厨1卫,5,75.29,平层,板楼,南北,2006,精装,钢混结构,,0.5,无,动迁安置房,普通住宅,暂无数据,119.89843608269538,29.458692851854586,中,2.0,2.0,0.0,1.0
71,漕泾一村1室1厅37.9平米_上海漕泾一村二手房成交房源(上海链家),307,80871,徐汇,康健,漕泾一村,1室1厅1厨1卫,6,37.9,平层,板楼,南,1986,其他,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.42508951528431,31.159907729896922,低,1.0,1.0,1.0,1.0
72,象屿上海年华3室2厅106平米_上海象屿上海年华二手房成交房源(上海链家),389,36680,松江,莘闵别墅,象屿上海年华,3室2厅1厨2卫,8,106.0,平层,板楼,南,未知,精装,钢混结构,,0.5,有,商品房,普通住宅,暂无数据,121.34663205102613,31.079876440939476,高,3.0,2.0,1.0,2.0
73,宝钢二村2室0厅47.26平米_上海宝钢二村二手房成交房源(上海链家),233,49302,宝山,淞宝,宝钢二村,2室0厅1厨1卫,6,47.26,暂无数据,板楼,南,1983,简装,砖混结构,,0.25,无,商品房,普通住宅,暂无数据,121.5069559591223,31.400331929172467,中,2.0,0.0,1.0,1.0
74,南新四村2室1厅54.94平米_上海南新四村二手房成交房源(上海链家),259,47143,浦东,北蔡,南新四村,2室1厅1厨1卫,6,54.94,平层,板楼,南,1995,简装,砖混结构,,0.5,无,商品房,普通住宅,暂无数据,121.40864773970463,30.884386816682355,高,2.0,1.0,1.0,1.0
75,慧华东苑3室1厅86.46平米_上海慧华东苑二手房成交房源(上海链家),353,40829,宝山,上大,慧华东苑,3室1厅1厨1卫,6,86.46,暂无数据,板楼,南北,2011,精装,钢混结构,,0.5,无,动迁安置房,普通住宅,暂无数据,121.40596450114631,31.314420567588424,高,3.0,1.0,1.0,1.0
